sample	facets_dlrs	dryclean_dlrs
P-0014483-T01-IM6	3.51307905704892	0.454837355493268
P-0014485-T01-IM6	3.12196277286333	0.206379406215114
P-0014489-T01-IM6	3.52514194904159	0.373131951810982
P-0014509-T01-IM6	3.6923037897333	0.173264006906194
P-0014518-T01-IM6	3.30451527626137	0.131067904146273
P-0014519-T01-IM6	3.34546587683359	0.317511663356658
P-0014532-T01-IM6	3.34079550800442	0.134305605304937
P-0014533-T01-IM6	3.23297307672275	0.129934191528947
P-0014558-T01-IM6	3.36463064468781	0.169444717340095
P-0014576-T02-IM6	3.656251150259	0.191166142241545
P-0014580-T01-IM6	3.65897484161526	0.159095378197637
P-0014581-T01-IM6	3.33653985493871	0.152944439446603
P-0014620-T01-IM6	3.57040291204161	0.221071774513189
P-0014624-T01-IM6	3.52645419098008	0.203907068498086
P-0014676-T01-IM6	3.50712690756081	0.195202095230213
P-0014685-T01-IM6	3.37839546709077	0.200210318603182
P-0014691-T01-IM6	2.91116268478728	0.523013425618222
P-0014716-T01-IM6	3.44593606366868	0.240553943659546
P-0014757-T01-IM6	3.19343730923887	0.150240888667374
P-0014776-T01-IM6	3.30968202493196	0.152695014309632
P-0014798-T01-IM6	3.30828351267676	0.242597568083835
P-0014798-T02-IM6	3.43794041200646	0.231415552675189
P-0014799-T01-IM6	3.39775895072503	0.251764077830912
P-0014810-T01-IM6	3.33652506750059	0.225763772933741
P-0014811-T01-IM6	3.38327608542896	0.15675158423174
P-0014847-T01-IM6	3.14975421129712	0.238731644096287
P-0014879-T01-IM6	3.3598876965001	0.218114617306765
P-0014894-T01-IM6	3.70538463328123	0.365829788596392
P-0014903-T01-IM6	3.42663418555411	0.19465373414797
P-0014905-T01-IM6	3.36711311262391	0.533130004829599
P-0014937-T01-IM6	3.61607449879985	0.275622920004616
P-0014943-T01-IM6	3.34415116067025	0.172349562185585
P-0014952-T01-IM6	3.44653604624185	0.258547594371785
P-0014954-T01-IM6	3.27255272734291	0.190960631783763
P-0014955-T01-IM6	3.15292893262276	0.181275888502953
P-0014962-T01-IM6	3.05684290887455	0.186500565587586
P-0014997-T01-IM6	3.42235882273221	0.13044782198267
P-0015033-T01-IM6	3.2469779498178	0.19810190690871
P-0015036-T01-IM6	3.61550641461179	0.204775282351975
P-0015045-T01-IM6	3.48802907810561	0.195660661272738
P-0015054-T01-IM6	3.12542612591153	0.271347264607084
P-0015116-T02-IM6	3.06981785455537	0.150951862406066
P-0015187-T01-IM6	3.59734159553826	0.19416354394283
P-0015223-T01-IM6	3.84346219028949	0.235501371051331
P-0015241-T01-IM6	3.13690787184319	0.242372032805436
P-0015246-T01-IM6	3.08799629971791	0.44017959590012
P-0015291-T01-IM6	3.30021652014669	0.18643493111956
P-0015294-T01-IM6	3.08968636258625	0.241511380786706
P-0015301-T01-IM6	3.16150572139974	0.266891042676835
P-0015321-T01-IM6	3.0608714966698	0.260497018036502
P-0015325-T01-IM6	3.05826114438604	0.307487263840653
P-0015349-T01-IM6	2.8788399114882	0.142336598096003
P-0015381-T01-IM6	3.1296306027425	0.209920150869585
P-0015405-T02-IM6	3.59812714025111	0.0557792952882832
P-0015437-T01-IM6	3.30938974314136	0.48124080917444
P-0015464-T01-IM6	3.29064995044922	0.606594783362973
P-0015558-T01-IM6	3.11051216175768	0.143650171215888
P-0015580-T01-IM6	3.90095679470152	0.113909407912378
P-0015633-T01-IM6	3.27698039220073	0.145207066240987
P-0015640-T01-IM6	3.28006955014098	0.17956100692885
P-0015688-T01-IM6	3.06683395685234	0.193521683975241
P-0015695-T01-IM6	3.39047557248094	0.346953965243343
P-0015707-T01-IM6	3.28608261996088	0.261127696004732
P-0015708-T01-IM6	3.36415582007095	0.189330658832606
P-0015710-T02-IM6	3.7550802948932	0.175704556935871
P-0015793-T01-IM6	3.32784015654149	0.400532100675803
P-0015794-T01-IM6	3.36617282671934	0.234777853596729
P-0015831-T01-IM6	3.1243808601399	0.214345509045969
P-0015838-T01-IM6	3.53503179775093	0.395206018540296
P-0015852-T02-IM6	3.49654843700852	0.169561323714335
P-0015865-T02-IM6	3.6159108658624	0.164952798075059
P-0015905-T01-IM6	3.04842490776005	0.297471482731951
P-0015907-T01-IM6	3.13489780042212	0.193687538642977
P-0015924-T01-IM6	3.38965764268384	0.216906742716858
P-0015938-T01-IM6	3.02799936601551	0.169811756692241
P-0015943-T01-IM6	3.49965893762699	0.139243944909153
P-0015949-T01-IM6	3.3053002430888	0.176634850113307
P-0015957-T01-IM6	3.29774268155623	0.179682319554177
P-0015964-T01-IM6	3.75277372603896	0.316022247121863
P-0015990-T01-IM6	3.67552558632696	0.317193222369003
P-0015993-T01-IM6	3.60133251840783	0.425047678647112
P-0016041-T02-IM6	3.10044974517057	0.479363593925021
P-0016093-T02-IM6	3.31794520415663	0.240291958677077
P-0016133-T01-IM6	3.36251801394849	0.168169418711965
P-0016145-T01-IM6	3.603461292899	0.136023454071289
P-0016151-T01-IM6	3.44400523139775	0.168696350346178
P-0016151-T02-IM6	4.0984290504973	0.169886357181336
P-0016190-T01-IM6	3.22870198897288	0.227477203922491
P-0016215-T01-IM6	3.64046853144451	0.19015370104907
P-0016222-T01-IM6	3.5058547816469	0.662028105379292
P-0016225-T01-IM6	3.55362238364095	0.683907028307538
P-0016239-T01-IM6	3.50710801094638	0.119394293403448
P-0016262-T01-IM6	3.58131494188005	0.276883765119527
P-0016345-T01-IM6	3.32765024670322	0.169736100802744
P-0016357-T01-IM6	3.11958333457654	0.190562858671472
P-0016358-T01-IM6	3.27740126423458	0.174356857927632
P-0016392-T01-IM6	3.57866176622828	0.558099634862646
P-0016456-T01-IM6	3.53802244307241	0.199176027227268
P-0016469-T01-IM6	3.18700818181374	0.326518875405523
P-0016473-T01-IM6	3.57448267787195	0.176105095922713
P-0016479-T01-IM6	3.58189610226029	0.184624798031121
P-0016484-T03-IM6	3.47819429395521	0.259387495188411
P-0016499-T01-IM6	3.05757888466351	0.172391992764541
P-0016529-T01-IM6	3.52862913312953	0.160311409358309
P-0016584-T01-IM6	3.4679720921546	0.159275861072468
P-0016608-T01-IM6	3.9886681057179	0.179298587993375
P-0016636-T01-IM6	3.98107141819629	0.17116345024902
P-0016686-T01-IM6	3.32135770572414	0.208742272563627
P-0016721-T01-IM6	4.11648441259639	0.346132386100901
P-0016725-T01-IM6	3.7106884414829	0.29292243953552
P-0016727-T01-IM6	3.76587077336631	0.169515251131932
P-0016739-T01-IM6	4.22670276273727	0.173055929088893
P-0016747-T01-IM6	3.65242540271998	0.184041210934104
P-0016792-T01-IM6	3.59507969689123	0.145417220724763
P-0016794-T01-IM6	3.49850383878131	0.168221683381864
P-0016802-T01-IM6	3.50657937806341	0.160320582507946
P-0016811-T03-IM6	4.03295339003984	0.182177456583746
P-0016816-T02-IM6	3.29510920735726	0.17483437382838
P-0016818-T01-IM6	3.52394998365847	0.178045777879718
P-0016822-T01-IM6	3.69034717071887	0.180827829030925
P-0016831-T01-IM6	3.55932423343378	0.217625978320747
P-0016837-T01-IM6	3.39387335955863	0.255732484163939
P-0016842-T01-IM6	3.70237761394868	0.237181740861292
P-0016856-T01-IM6	3.3581672021881	0.225219718833664
P-0016884-T01-IM6	3.30308190912294	0.184099251812446
P-0016924-T01-IM6	3.06664415703235	0.165593985803193
P-0016951-T01-IM6	3.18859836663125	0.393150278544971
P-0016969-T01-IM6	3.43742608386696	0.410211835553615
P-0016991-T01-IM6	3.23296163887744	0.159633093633779
P-0017010-T01-IM6	3.54911649593434	0.205692606432856
P-0017015-T01-IM6	3.8674641401045	0.164308737030814
P-0017031-T01-IM6	3.69986780831098	0.165732087331153
P-0017045-T01-IM6	3.46331320054333	0.129717345625074
P-0017055-T01-IM6	3.35561788964387	0.572231390345344
P-0017069-T01-IM6	3.56371349214715	0.138743950898302
P-0017112-T02-IM6	3.17413437511087	0.126191722918261
P-0017160-T02-IM6	3.13255928691345	0.189186545214491
P-0017181-T01-IM6	3.14416862721901	0.158632905544882
P-0017193-T01-IM6	3.45172378672146	0.2045341697388
P-0017203-T01-IM6	3.21981089975051	0.237093480482812
P-0017260-T01-IM6	3.34482227129979	0.159002369922778
P-0017261-T03-IM6	3.36698531203281	0.143533154506007
P-0017296-T01-IM6	3.35037437067749	0.439010817320743
P-0017311-T01-IM6	2.97795716051407	0.144604120483511
P-0017352-T01-IM6	3.56102309879376	0.165389745597712
P-0017354-T01-IM6	4.06598337461894	0.183481331469241
P-0017368-T01-IM6	3.43558762725503	0.187687637638981
P-0017428-T01-IM6	3.30311274680671	0.140598840024961
P-0017481-T01-IM6	3.4844612125538	0.142559802078881
P-0017573-T02-IM6	3.90077708641746	0.262596144979837
P-0017666-T03-IM6	4.0018634472969	0.230979321202678
P-0017684-T01-IM6	3.25594032829336	0.16370802651883
P-0017706-T01-IM6	3.05716378890315	0.128552451587984
P-0017706-T02-IM6	3.19151391021929	0.249521647585735
P-0017747-T01-IM6	3.39863312081027	0.17383075704845
P-0017812-T01-IM6	2.91988910811008	0.188042683381872
P-0017813-T01-IM6	3.22963673817673	0.410465729973648
P-0017818-T01-IM6	3.1559703686223	0.154477382629002
P-0017820-T01-IM6	3.24414708816352	0.127016126275044
P-0017846-T01-IM6	3.53295224708306	0.156249605416287
P-0017897-T01-IM6	3.72362184319045	0.264509268850252
P-0017897-T02-IM6	3.32922973292095	0.423231201778497
P-0017920-T01-IM6	3.50725952877558	0.16360887506263
P-0017920-T02-IM6	3.43060910212802	0.136987825969901
P-0017936-T01-IM6	3.28210263119606	0.184751627997012
P-0017957-T01-IM6	3.27165830813459	0.191972175900065
P-0017957-T02-IM6	2.941115716378	0.241692602210449
P-0018008-T01-IM6	3.16858250696731	0.158494590274107
P-0018016-T01-IM6	3.31761467325019	0.180876534508092
P-0018046-T01-IM6	2.755561858402	0.208181004693525
P-0018052-T01-IM6	3.48563101853505	0.173819930652325
P-0018053-T01-IM6	3.40195470691881	0.199987185816218
P-0018073-T01-IM6	3.1354090420537	0.196867220031499
P-0018089-T01-IM6	3.34488605194127	0.14669225294665
P-0018121-T01-IM6	3.56900050828032	0.219606419047532
P-0018134-T01-IM6	3.48657498796394	0.214163070351788
P-0018236-T01-IM6	3.05957334229991	0.173634616215585
P-0018269-T01-IM6	3.33760001354921	0.175402918165565
P-0018273-T01-IM6	3.22626947239791	0.165163841836057
P-0018287-T03-IM6	3.82639632518072	0.236367382968281
P-0018309-T01-IM6	3.32405897490194	0.191136555197702
P-0018337-T01-IM6	3.67958385777489	0.55910103055722
P-0018447-T01-IM6	3.01316067798596	0.151992004337968
P-0018536-T01-IM6	3.10032609012657	0.141474542141729
P-0018552-T01-IM6	3.36999226870504	0.165313055980586
P-0018576-T01-IM6	3.47944768034469	0.647377067766433
P-0018592-T01-IM6	3.19075323199904	0.174310690836321
P-0018596-T01-IM6	3.03311654478223	0.134641496282825
P-0018610-T01-IM6	3.25189341230817	0.170720470090176
P-0018640-T01-IM6	3.41142157947223	0.134512090957588
P-0018672-T01-IM6	2.87958936115982	0.748168768746152
P-0018675-T01-IM6	3.4791490716766	0.150338869542337
P-0018684-T01-IM6	3.09624814836931	0.164195568834762
P-0018785-T01-IM6	3.10435859083682	0.136309721400632
P-0018860-T01-IM6	3.19903242978999	0.211526548499881
P-0018860-T02-IM6	3.78929092500384	0.183916279016068
P-0018882-T01-IM6	3.18966311749237	0.156875400479488
P-0018896-T01-IM6	3.43498662079975	0.194115201246545
P-0018926-T01-IM6	3.46017342376837	0.157535129036993
P-0018987-T01-IM6	3.26192033435399	0.598979084979655
P-0019022-T02-IM6	3.55165469393498	0.507768902651808
P-0019033-T01-IM6	3.02722475298444	0.238962358317386
P-0019037-T01-IM6	2.9890385971156	0.233088404216682
P-0019068-T01-IM6	3.28452718001076	0.221535675400888
P-0019094-T01-IM6	3.14159968858325	0.25115355128031
P-0019109-T01-IM6	3.01582218700014	0.184219387911972
P-0019153-T01-IM6	2.96914866416789	0.188197369769808
P-0019179-T03-IM6	3.1688949639726	0.163478959513375
P-0019184-T01-IM6	3.0073186788654	0.206964877730943
P-0019214-T01-IM6	3.09934766883402	0.22232261576479
P-0019220-T01-IM6	3.14007287668503	0.339045295512892
P-0019222-T01-IM6	3.06147415634435	0.249800040500339
P-0019340-T01-IM6	2.93396093533275	0.230328298308257
P-0019345-T01-IM6	3.46824480801072	0.201466402931605
P-0019363-T01-IM6	3.20855631295115	0.179061595940542
P-0019364-T01-IM6	3.34938623832834	0.253402474846715
P-0019430-T01-IM6	3.09378959933529	0.146043607175813
P-0019460-T01-IM6	3.08909903361774	0.556225140313588
P-0019488-T01-IM6	3.34341685521807	0.198920637604058
P-0019493-T01-IM6	3.36886705564634	0.207862070104274
P-0019500-T01-IM6	3.30576956754831	0.206593631839826
P-0019548-T01-IM6	3.32776289459743	0.16614394486035
P-0019550-T01-IM6	3.47339059288647	0.182898389014967
P-0019576-T01-IM6	3.4839467141744	0.181089017605219
P-0019622-T01-IM6	3.14868867834732	0.243377253854195
P-0019631-T01-IM6	3.43639707777185	0.151147387574405
P-0019632-T01-IM6	3.12456167870945	0.159924658496427
P-0019635-T01-IM6	3.20271245769061	0.216242718902008
P-0019661-T01-IM6	3.3831448646682	0.555479483574751
P-0019677-T01-IM6	3.27169170181176	0.236039940002939
P-0019678-T01-IM6	3.44993599523291	0.351685927674344
P-0019716-T01-IM6	2.78629730841809	0.195820813454628
P-0019726-T02-IM6	3.34631652829696	0.290336665149406
P-0019755-T01-IM6	3.12137704936684	0.207166874106039
P-0019759-T01-IM6	2.78605718063301	0.247229433006061
P-0019763-T01-IM6	2.93379850189118	0.211550355331278
P-0019790-T01-IM6	2.93084848428785	0.176646311403877
P-0019808-T01-IM6	3.18057851742507	0.350534298972842
P-0019836-T01-IM6	3.3876731415151	0.20490969076575
P-0019839-T01-IM6	3.0345455967391	0.49322464028984
P-0019878-T01-IM6	3.07149228857402	0.208876520454037
P-0019945-T01-IM6	3.05317638902606	0.208655081456527
P-0019969-T01-IM6	3.1826360298193	0.19040905245274
P-0019974-T01-IM6	2.78822130582364	0.216994656857765
P-0020022-T01-IM6	2.91735110335894	0.188692395628962
P-0020027-T01-IM6	3.24654530364519	0.285443350589325
P-0020043-T01-IM6	3.09781650897221	0.542804035793959
P-0020080-T01-IM6	3.27634882100197	0.198454456950688
P-0020080-T02-IM6	3.22369502064824	0.232785946624696
P-0020091-T01-IM6	3.48000484833664	0.177164045080996
P-0020168-T02-IM6	2.91626016252135	0.198897121035512
P-0020223-T01-IM6	3.35421555070173	0.212780114090929
P-0020225-T01-IM6	3.1456721861711	0.245486651045667
P-0020241-T02-IM6	2.95442990171836	0.216990231720201
P-0020260-T01-IM6	3.34011485657809	0.241480622825382
P-0020265-T01-IM6	3.15202777431474	0.341132553301628
P-0020288-T01-IM6	3.38752657765156	0.490727989675688
P-0020294-T01-IM6	3.01188335099969	0.21698809442922
P-0020324-T01-IM6	2.99945543417032	0.244553659017515
P-0020337-T01-IM6	2.93149761273634	0.200760076910149
P-0020348-T01-IM6	3.40850512722728	0.23247990218732
P-0020353-T01-IM6	3.70014537040107	0.248773684308619
P-0020360-T01-IM6	3.77768152354672	0.34292309117401
P-0020402-T01-IM6	3.17678127512184	0.254804578123251
P-0020452-T02-IM6	3.07539470212868	0.20809568593003
P-0020529-T01-IM6	4.73031483222025	0.298461092833072
P-0020544-T01-IM6	3.59793207938526	0.244380502507977
P-0020545-T01-IM6	4.45509628656997	0.247308094211619
P-0020559-T01-IM6	3.76913374256125	0.232495332156399
P-0020575-T01-IM6	3.36779996828501	0.297704377048205
P-0020593-T01-IM6	3.60671896782051	0.169636610106999
P-0020629-T01-IM6	3.24706011973491	0.34886040400224
P-0020645-T01-IM6	3.77004334769012	0.582731635451201
P-0020707-T03-IM6	4.54333063768115	0.246815646171687
P-0020730-T01-IM6	3.23346296452123	0.242320403891908
P-0020749-T01-IM6	3.74787765619107	0.215399389155852
P-0020762-T01-IM6	3.35282383972811	0.170382817311961
P-0020928-T01-IM6	3.23875401980402	0.326546826388768
P-0020929-T01-IM6	3.05985636951478	0.18206034101978
P-0020951-T02-IM6	3.03355777004856	0.177141470444817
P-0021048-T01-IM6	2.88694345568681	0.214417174517345
P-0021103-T01-IM6	3.16645911331614	0.206107648938013
P-0021128-T01-IM6	3.3611340784477	0.169502998317582
P-0021182-T01-IM6	3.49189770250939	0.186064834419809
P-0021199-T01-IM6	2.84674511927132	0.155004193109263
P-0021218-T01-IM6	2.86433805075005	0.230502229634194
P-0021238-T01-IM6	2.90784924903435	0.216303721432577
P-0021242-T01-IM6	2.9652538704265	0.201737528042403
P-0021322-T02-IM6	3.03763689979741	0.194425404434841
P-0021345-T01-IM6	2.99792696722161	0.191744800971794
P-0021370-T01-IM6	2.98245559342962	0.184247364555705
P-0021411-T01-IM6	3.0465244954913	0.235439369982345
P-0021436-T01-IM6	2.88197415284502	0.146058850258942
P-0021437-T01-IM6	2.86361024914082	0.184653876607502
P-0021460-T01-IM6	2.85653978689694	0.175524311438649
P-0021479-T01-IM6	2.98844733909487	0.16981417321873
P-0021543-T02-IM6	3.01887278196214	0.188482978133207
P-0021548-T01-IM6	3.2226093627221	0.165310739324561
P-0021677-T01-IM6	3.04795731173366	0.194155811467172
P-0021700-T01-IM6	3.66216543231897	0.292371026104208
P-0021706-T01-IM6	2.99839876959728	0.198418417636887
P-0021710-T01-IM6	3.30968486948924	0.206754403235533
P-0021730-T01-IM6	3.20352254524075	0.18975957790433
P-0021734-T01-IM6	2.97082479763773	0.148902022243825
P-0021738-T03-IM6	2.94360809437723	0.242665668838713
P-0021983-T01-IM6	2.95951240414857	0.348236581207719
P-0021990-T01-IM6	3.14995905023066	0.136211418352971
P-0021994-T02-IM6	3.29280611136673	0.281579472589108
P-0022021-T01-IM6	3.22467463798811	0.198509724939594
P-0022030-T02-IM6	3.02284783143131	0.161990664173424
P-0022052-T01-IM6	3.13061290351255	0.173936167296392
P-0022069-T01-IM6	3.19749598525256	0.156174817490829
P-0022110-T01-IM6	2.9489719685637	0.188747678610738
P-0022115-T01-IM6	2.92256592988802	0.138424039722661
P-0022166-T02-IM6	4.01775488390682	0.216119430231931
P-0022311-T01-IM6	3.35116172183766	0.168505444839491
P-0022312-T02-IM6	3.67146351779513	0.240156205855241
P-0022390-T01-IM6	3.17881069949072	0.310102726155305
P-0022423-T01-IM6	3.25622306811138	0.2187320195086
P-0022468-T01-IM6	3.22267795575923	0.136835909648932
P-0022474-T01-IM6	3.31779857944318	0.14577643768833
P-0022476-T01-IM6	3.25249628308366	0.163012087789335
P-0022481-T01-IM6	3.30938218684497	0.397625069359525
P-0022525-T01-IM6	3.16842655576057	0.176047624625799
P-0022530-T01-IM6	3.12150449079315	0.172725875822212
P-0022533-T01-IM6	3.50857468135757	0.149658938617893
P-0022571-T01-IM6	3.13814925939767	0.36275420863104
P-0022577-T01-IM6	3.07574783985953	0.170603323701146
P-0022590-T01-IM6	4.0952550955984	0.664127573635967
P-0022596-T02-IM6	3.00294701247951	0.508763361709363
P-0022596-T03-IM6	3.09245187288649	0.546323765843918
P-0022603-T01-IM6	3.35683281015636	0.200583090487695
P-0022651-T02-IM6	3.38568948524589	0.164985805540958
P-0022693-T01-IM6	3.40574444285248	0.198479290109347
P-0022767-T01-IM6	3.14568836191913	0.139879121244704
P-0022829-T01-IM6	2.99345498730722	0.226060794542603
P-0022882-T01-IM6	3.81965606306329	0.240074141720959
P-0022981-T01-IM6	3.13813098882158	0.627094757367555
P-0022992-T01-IM6	3.21187497660975	0.460692873545645
P-0022998-T01-IM6	3.24419358999728	0.215799338185507
P-0023004-T01-IM6	3.33079985904459	0.20499387584571
P-0023045-T01-IM6	3.4777699499842	0.185256129217202
P-0023054-T01-IM6	3.93695319493884	0.255624499342795
P-0023160-T01-IM6	3.07403086572851	0.197314692198972
P-0023160-T03-IM6	2.97760514092285	0.182434960983258
P-0023188-T01-IM6	3.71927942240477	0.208291255636108
P-0023210-T01-IM6	3.53334019390462	0.465143978196364
P-0023212-T02-IM6	3.19972980907827	0.183437957100823
P-0023226-T01-IM6	3.1879001755702	0.253195086761494
P-0023275-T02-IM6	3.17687847384084	0.222999624626671
P-0023281-T01-IM6	3.06831912710176	0.206670671048424
P-0023388-T01-IM6	3.21731469225835	0.207671293183094
P-0023392-T01-IM6	3.49890411699743	0.25758722388074
P-0023440-T02-IM6	4.89578937756989	0.210121238647465
P-0023465-T01-IM6	3.35427871921313	0.176283811776736
P-0023465-T02-IM6	3.38012395614913	0.154788431994173
P-0023472-T03-IM6	3.11528115083578	0.254422876169876
P-0023477-T01-IM6	3.29966878123193	0.289783355053173
P-0023538-T01-IM6	3.4936131578116	0.232869302321706
P-0023597-T01-IM6	3.3113450846028	0.227359827190559
P-0023601-T01-IM6	3.40789624891348	0.221721379052741
P-0023641-T01-IM6	2.88190711170023	0.229306401021174
P-0023665-T01-IM6	4.18480197919071	0.350662426697328
P-0023665-T02-IM6	3.81819205021521	0.175002218189516
P-0023699-T01-IM6	3.12628018453717	0.229833249471178
P-0023709-T01-IM6	3.80169558947195	0.275301524427992
P-0023737-T01-IM6	3.06708688203377	0.581458203845763
P-0023748-T02-IM6	2.90801664417839	0.606667961204975
P-0023754-T01-IM6	2.92206269163987	0.305903166811916
P-0023797-T02-IM6	4.26972263426277	0.135297265151328
P-0023832-T02-IM6	3.5008770211863	0.494238304457458
P-0023897-T01-IM6	3.873522478085	0.170858751856117
P-0023900-T01-IM6	3.47715231875408	0.333297598652373
P-0023912-T01-IM6	4.06729890064025	0.446927147861095
P-0023944-T01-IM6	3.15943364439028	0.162023124413148
P-0023953-T01-IM6	3.18188113131198	0.201093229010278
P-0023984-T02-IM6	4.04291661930884	0.156380979539714
P-0023994-T02-IM6	3.79483690637514	0.19916549533641
P-0024059-T01-IM6	3.10383651642011	0.183161816998337
P-0024105-T01-IM6	2.84659270433899	0.313837097712263
P-0024112-T01-IM6	3.21940683383012	0.303952229733369
P-0024177-T01-IM6	3.31202012158371	0.153307940403518
P-0024198-T01-IM6	3.39139930432934	0.153954743145856
P-0024266-T01-IM6	3.12135144240908	0.172622459740569
P-0024331-T01-IM6	3.07390871518134	0.462191006159151
P-0024334-T01-IM6	2.78909058334064	0.212636302249124
P-0024361-T01-IM6	3.31967222558385	0.619044375811217
P-0024368-T01-IM6	3.60184291208488	0.189916029437654
P-0024370-T01-IM6	3.48997189696203	0.156230714068995
P-0024431-T01-IM6	3.39755259879208	0.131439084239889
P-0024432-T01-IM6	3.30560156479226	0.189516970214784
P-0024450-T01-IM6	3.2851247085213	0.190999632305674
P-0024468-T01-IM6	2.88977457668197	0.365492336440869
P-0024486-T01-IM6	4.0208087532533	0.275257476149146
P-0024500-T02-IM6	2.95778209166224	0.171021998387948
P-0024518-T01-IM6	3.29417586476196	0.581244312600327
P-0024519-T01-IM6	3.5131697930399	0.488865491756257
P-0024523-T01-IM6	3.41859320586798	0.19815362112994
P-0024529-T01-IM6	3.35458876648423	0.164997360418418
P-0024557-T01-IM6	4.32667514681704	0.159197911240043
P-0024568-T01-IM6	2.93873705713998	0.244660942211133
P-0024585-T01-IM6	2.91264766242642	0.278222415250223
P-0024632-T01-IM6	3.77470619334598	0.136869723938851
P-0024637-T01-IM6	3.51470529328381	0.446046080458211
P-0024690-T01-IM6	3.38394990300574	0.170491544557919
P-0024730-T01-IM6	3.46852701003913	0.239182405310392
P-0024757-T01-IM6	4.24878018184468	0.185801575212656
P-0024776-T01-IM6	3.31239620710468	0.280556722939534
P-0024786-T01-IM6	2.61338574354017	0.165677489939345
P-0024840-T01-IM6	3.93031443172535	0.17095792901514
P-0024850-T01-IM6	3.33279903945572	0.152660909554121
P-0024867-T01-IM6	3.62928838309228	0.244524577590034
P-0024925-T01-IM6	3.95424742702428	0.166001036488271
P-0025005-T01-IM6	2.39726467302624	0.160346935336784
P-0025039-T01-IM6	3.16304459093482	0.37331070865886
P-0025052-T01-IM6	3.74994917792196	0.434948324016027
P-0025092-T01-IM6	3.3693253022253	0.550422854772159
P-0025113-T02-IM6	3.54946253654345	0.174721802213881
P-0025176-T01-IM6	3.50714157101865	0.17077837264073
P-0025177-T01-IM6	3.49805354442865	0.223858551343629
P-0025187-T02-IM6	3.37572716403375	0.185348570916768
P-0025199-T01-IM6	4.19099957860854	0.211978901794126
P-0025256-T01-IM6	3.28388819516543	0.159421905742791
P-0025265-T01-IM6	3.56186804306949	0.409839663702255
P-0025266-T01-IM6	3.5017033499888	0.149835579001245
P-0025349-T01-IM6	3.37019193836836	0.177377858332378
P-0025351-T01-IM6	3.10822384173687	0.144558052130771
P-0025390-T02-IM6	3.40676303960077	0.160546627799266
P-0025392-T01-IM6	3.53045758768097	0.219188292984325
